record_id,employee_id,employee_name,department,pay_period_start,pay_period_end,payment_date,gross_pay,overtime_hours,overtime_pay,benefits_premium,deductions,net_pay,eft_reference,bank_account,payment_status
178,E1030,Employee_30,HR,10/22/2025,11/04/2025,11/06/2025,4362.31,1.02,81.86,120,1002.41,3239.9,EFT876039,XXXX001,Paid
179,E1106,Employee_106,IT,11/05/2025,11/18/2025,11/20/2025,4519.04,0.18,15.2,75,749.56,3694.48,EFT321275,XXXX003,Paid
180,E1080,Employee_80,Pension,11/19/2025,12/02/2025,12/04/2025,3926.24,1.35,96.93,75,817.08,3034.16,EFT282256,XXXX999,Paid
181,E1001,Employee_1,Payroll Ops,12/03/2025,12/16/2025,12/18/2025,4005.99,0.71,52.63,50,915.84,3040.15,EFT572387,XXXX999,Paid
182,E1016,Employee_16,Pension,12/17/2025,12/30/2025,01/01/2026,4788.25,0.46,40.95,75,1008.37,3704.88,EFT402099,XXXX003,Paid
183,E1232,Employee_232,Finance,01/01/2025,01/14/2025,01/16/2025,2133.53,0.69,27.25,0,505.42,1628.11,EFT820775,XXXX002,Paid
184,E1101,Employee_101,Payroll Ops,01/15/2025,01/28/2025,01/30/2025,5600.38,0.39,40.66,200,1337.93,4062.45,EFT220351,XXXX999,Paid
185,E1076,Employee_76,Benefits,01/29/2025,02/11/2025,02/13/2025,3547.26,2.25,143.59,75,624.54,2847.72,EFT966785,XXXX002,Paid
186,E1084,Employee_84,Customer Service,02/12/2025,02/25/2025,02/27/2025,4468.28,0.12,10.03,200,889.61,3378.67,EFT422554,XXXX999,Paid
187,E1291,Employee_291,Benefits,02/26/2025,03/11/2025,03/13/2025,5053.68,4.86,422.06,0,839.12,4214.56,EFT560485,XXXX001,Paid
188,E1155,Employee_155,IT,03/12/2025,03/25/2025,03/27/2025,5648.99,0.23,24.26,0,862.57,4786.42,EFT522060,XXXX003,Paid
189,E1252,Employee_252,Payroll Ops,03/26/2025,04/08/2025,04/10/2025,5732.85,1.67,174.06,0,891.03,4841.82,EFT184349,XXXX999,Paid
190,E1221,Employee_221,IT,04/09/2025,04/22/2025,04/24/2025,4614.86,0.62,53.03,120,892.75,3602.11,EFT437978,XXXX999,Paid
191,E1046,Employee_46,Pension,04/23/2025,05/06/2025,05/08/2025,4299.04,0.62,49.4,200,734.87,3364.17,EFT807053,XXXX999,Paid
192,E1010,Employee_10,Customer Service,05/07/2025,05/20/2025,05/22/2025,6578.57,1.02,123.45,50,976.15,5552.42,EFT804938,XXXX003,Paid
193,E1089,Employee_89,Payroll Ops,05/21/2025,06/03/2025,06/05/2025,5499.6,1.01,102.21,75,996.19,4428.41,EFT644173,XXXX004,Paid
194,E1092,Employee_92,HR,06/04/2025,06/17/2025,06/19/2025,6017.39,0.16,18,50,1105.4,4861.99,EFT557058,XXXX004,Failed
195,E1240,Employee_240,Benefits,06/18/2025,07/01/2025,07/03/2025,3853.16,0.27,19.41,75,633.85,3144.31,EFT528184,XXXX003,Paid
196,E1053,Employee_53,Customer Service,07/02/2025,07/15/2025,07/17/2025,2931.53,0.71,38.51,50,610.85,2270.68,EFT268637,XXXX003,Paid
197,E1253,Employee_253,Benefits,07/16/2025,07/29/2025,07/31/2025,4375.03,0.95,76.57,200,948.77,3226.26,EFT794769,XXXX004,Paid
198,E1281,Employee_281,Finance,07/30/2025,08/12/2025,08/14/2025,4865.02,0.13,11.83,120,909.7,3835.32,EFT576919,XXXX001,Paid
199,E1165,Employee_165,Finance,08/13/2025,08/26/2025,08/28/2025,3646.23,0.16,10.91,0,666.04,2980.19,EFT910075,XXXX004,Paid
200,E1000,Employee_0,IT,08/27/2025,09/09/2025,09/11/2025,3775.27,0.3,21.12,75,785.1,2915.17,EFT668950,XXXX004,Paid
201,E1096,Employee_96,HR,09/10/2025,09/23/2025,09/25/2025,3693.43,0.33,22.71,120,839.78,2733.65,EFT479353,XXXX999,Paid
202,E1226,Employee_226,Customer Service,09/24/2025,10/07/2025,10/09/2025,4136.55,0.74,56.61,75,774.44,3287.11,EFT154118,XXXX002,Paid
203,E1067,Employee_67,Benefits,10/08/2025,10/21/2025,10/23/2025,4972.35,0.34,31.5,50,978.7,3943.65,EFT559398,XXXX004,Paid
204,E1122,Employee_122,IT,10/22/2025,11/04/2025,11/06/2025,4426.76,2.01,160.77,75,653.91,3697.85,EFT266071,XXXX003,Paid
205,E1282,Employee_282,Payroll Ops,11/05/2025,11/18/2025,11/20/2025,4080.29,0.69,52.11,120,772.98,3187.31,EFT197736,XXXX002,Held
206,E1058,Employee_58,Payroll Ops,11/19/2025,12/02/2025,12/04/2025,4647.22,1.97,165.54,0,1022.05,3625.17,EFT223172,XXXX002,Paid
207,E1149,Employee_149,HR,12/03/2025,12/16/2025,12/18/2025,3395.84,0.19,12.05,0,567.81,2828.03,EFT839677,XXXX003,Paid
208,E1247,Employee_247,Payroll Ops,12/17/2025,12/30/2025,01/01/2026,3724.56,2.6,173.13,0,730.64,2993.92,EFT355570,XXXX004,Paid
209,E1196,Employee_196,Pension,01/01/2025,01/14/2025,01/16/2025,4311.77,0.16,12.9,0,778.07,3533.7,EFT728492,XXXX999,Paid
210,E1069,Employee_69,Customer Service,01/15/2025,01/28/2025,01/30/2025,5256.78,0.41,40.1,75,892,4289.78,EFT173201,XXXX003,Paid
211,E1212,Employee_212,Benefits,01/29/2025,02/11/2025,02/13/2025,4109.7,0.17,13.06,200,769.24,3140.46,EFT925981,XXXX999,Paid
212,E1001,Employee_1,Benefits,02/12/2025,02/25/2025,02/27/2025,4457.51,1.45,117.98,75,679.44,3703.07,EFT861319,XXXX003,Paid
213,E1296,Employee_296,IT,02/26/2025,03/11/2025,03/13/2025,4014.44,0.59,43.92,120,786.59,3107.85,EFT613425,XXXX002,Paid
214,E1247,Employee_247,Benefits,03/12/2025,03/25/2025,03/27/2025,5610.86,0.55,57.27,75,919.25,4616.61,EFT448588,XXXX999,Paid
215,E1193,Employee_193,Payroll Ops,03/26/2025,04/08/2025,04/10/2025,4656.58,2.34,195.72,50,789.9,3816.68,EFT437408,XXXX002,Held
216,E1122,Employee_122,HR,04/09/2025,04/22/2025,04/24/2025,4032.45,0.83,61.79,120,913.55,2998.9,EFT501574,XXXX002,Paid
217,E1210,Employee_210,Finance,04/23/2025,05/06/2025,05/08/2025,4016.49,0.64,47.63,75,687.04,3254.45,EFT433632,XXXX004,Paid
218,E1195,Employee_195,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,5207.33,0.89,85.47,200,1073.05,3934.28,EFT795928,XXXX002,Paid
219,E1018,Employee_18,Pension,05/21/2025,06/03/2025,06/05/2025,5093.11,1.75,161.81,120,857.15,4115.96,EFT626690,XXXX999,Paid
220,E1051,Employee_51,Customer Service,06/04/2025,06/17/2025,06/19/2025,2511.14,0.08,3.76,75,617.48,1818.66,EFT986088,XXXX004,Paid
221,E1233,Employee_233,Finance,06/18/2025,07/01/2025,07/03/2025,2679.57,0.07,3.51,50,424.29,2205.28,EFT857537,XXXX002,Paid
222,E1079,Employee_79,Finance,07/02/2025,07/15/2025,07/17/2025,3401.6,0.19,12.08,75,550.04,2776.56,EFT592296,XXXX003,Paid
223,E1203,Employee_203,IT,07/16/2025,07/29/2025,07/31/2025,4579.08,0.97,81.79,0,1042.22,3536.86,EFT184216,XXXX003,Paid
224,E1273,Employee_273,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,5013.84,0.33,30.83,50,1158.6,3805.24,EFT432043,XXXX004,Paid
225,E1018,Employee_18,HR,08/13/2025,08/26/2025,08/28/2025,4007.53,1.42,103.93,200,745.36,3062.17,EFT171744,XXXX002,Paid
226,E1147,Employee_147,Pension,08/27/2025,09/09/2025,09/11/2025,4162.21,0.64,49.35,50,971.07,3141.14,EFT883041,XXXX001,Paid
227,E1050,Employee_50,Customer Service,09/10/2025,09/23/2025,09/25/2025,3929.22,0.67,48.75,75,929.2,2925.02,EFT764532,XXXX001,Paid
228,E1153,Employee_153,Finance,09/24/2025,10/07/2025,10/09/2025,4538.92,1.29,107.19,0,879.6,3659.32,EFT148225,XXXX003,Paid
229,E1150,Employee_150,Benefits,10/08/2025,10/21/2025,10/23/2025,5834.45,0.96,103.16,0,1007.5,4826.95,EFT493049,XXXX004,Paid
230,E1271,Employee_271,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,4288.56,0.12,9.63,75,822.28,3391.28,EFT693418,XXXX002,Paid
231,E1040,Employee_40,HR,11/05/2025,11/18/2025,11/20/2025,5327.08,1.38,134.36,200,1202.14,3924.94,EFT501126,XXXX999,Paid
232,E1254,Employee_254,HR,11/19/2025,12/02/2025,12/04/2025,5290.28,0.55,54,50,1075.63,4164.65,EFT250069,XXXX002,Paid
233,E1130,Employee_130,Payroll Ops,12/03/2025,12/16/2025,12/18/2025,5143.54,0.18,17.3,50,840.71,4252.83,EFT367729,XXXX001,Paid
234,E1238,Employee_238,Benefits,12/17/2025,12/30/2025,01/01/2026,4646.15,0.24,20.81,75,970.12,3601.03,EFT810526,XXXX999,Paid
235,E1226,Employee_226,Benefits,01/01/2025,01/14/2025,01/16/2025,5714.96,0.15,16.03,200,1332.47,4182.49,EFT716113,XXXX003,Paid
236,E1217,Employee_217,IT,01/15/2025,01/28/2025,01/30/2025,5152.24,0.41,39.31,50,982.72,4119.52,EFT362246,XXXX004,Paid
237,E1101,Employee_101,Payroll Ops,01/29/2025,02/11/2025,02/13/2025,4548.03,0.16,13.6,200,953.66,3394.37,EFT994787,XXXX004,Paid
238,E1195,Employee_195,HR,02/12/2025,02/25/2025,02/27/2025,4111.09,0.23,17.65,200,956.67,2954.42,EFT476395,XXXX999,Paid
239,E1151,Employee_151,Finance,02/26/2025,03/11/2025,03/13/2025,5036.49,1.02,94.52,75,1210.44,3751.05,EFT970357,XXXX004,Paid
240,E1289,Employee_289,Customer Service,03/12/2025,03/25/2025,03/27/2025,4118.51,0.4,30.66,200,810.93,3107.58,EFT819112,XXXX001,Paid
241,E1254,Employee_254,Customer Service,03/26/2025,04/08/2025,04/10/2025,4479.71,0.14,11.73,120,693.17,3666.54,EFT400096,XXXX002,Paid
242,E1180,Employee_180,Pension,04/09/2025,04/22/2025,04/24/2025,2679.76,0.55,27.35,200,438.89,2040.87,EFT767542,XXXX002,Paid
243,E1070,Employee_70,IT,04/23/2025,05/06/2025,05/08/2025,3791.91,0.34,24.02,0,720.72,3071.19,EFT201883,XXXX001,Paid
244,E1225,Employee_225,Finance,05/07/2025,05/20/2025,05/22/2025,6383.81,0.98,115.19,50,1228.45,5105.36,EFT707727,XXXX003,Paid
245,E1046,Employee_46,Benefits,05/21/2025,06/03/2025,06/05/2025,5337.06,2.62,249.91,0,1246.47,4090.59,EFT442589,XXXX004,Paid
246,E1067,Employee_67,Customer Service,06/04/2025,06/17/2025,06/19/2025,3697.28,0.47,32.3,120,748.35,2828.93,EFT665610,XXXX003,Paid
247,E1139,Employee_139,Customer Service,06/18/2025,07/01/2025,07/03/2025,4653.75,1.31,111.57,200,995.77,3457.98,EFT272537,XXXX003,Paid
248,E1246,Employee_246,Customer Service,07/02/2025,07/15/2025,07/17/2025,4884,1.51,134.47,0,1141.48,3742.52,EFT409478,XXXX003,Paid
249,E1239,Employee_239,Finance,07/16/2025,07/29/2025,07/31/2025,5423.42,0.04,4.06,50,834.27,4539.15,EFT247594,XXXX002,Paid
250,E1203,Employee_203,Customer Service,07/30/2025,08/12/2025,08/14/2025,5219.97,0.98,94.19,0,861.43,4358.54,EFT943671,XXXX999,Paid
251,E1202,Employee_202,Finance,08/13/2025,08/26/2025,08/28/2025,4939.42,0.03,2.78,200,1101.38,3638.04,EFT377304,XXXX999,Paid
252,E1188,Employee_188,IT,08/27/2025,09/09/2025,09/11/2025,4334.23,0.17,13.77,50,830.29,3453.94,EFT885395,XXXX003,Paid
253,E1190,Employee_190,Finance,09/10/2025,09/23/2025,09/25/2025,4795.69,0.05,4.49,75,871.57,3849.12,EFT807617,XXXX002,Paid
254,E1287,Employee_287,Benefits,09/24/2025,10/07/2025,10/09/2025,5042.35,1.41,129.87,0,1056.27,3986.08,EFT739717,XXXX002,Paid
255,E1237,Employee_237,IT,10/08/2025,10/21/2025,10/23/2025,5060.9,0.52,48.87,75,1100.79,3885.11,EFT416869,XXXX004,Paid
256,E1023,Employee_23,Finance,10/22/2025,11/04/2025,11/06/2025,2404.05,0.33,14.78,120,495.16,1788.89,EFT419149,XXXX004,Paid
257,E1120,Employee_120,HR,11/05/2025,11/18/2025,11/20/2025,4428.97,0.87,71.09,200,926.44,3302.53,EFT242254,XXXX004,Paid
258,E1276,Employee_276,Payroll Ops,11/19/2025,12/02/2025,12/04/2025,5627.53,1.74,177.8,50,1295.22,4282.31,EFT715870,XXXX002,Paid
259,E1050,Employee_50,Customer Service,12/03/2025,12/16/2025,12/18/2025,3438.98,3.71,223.67,75,763.54,2600.44,EFT613117,XXXX999,Paid
260,E1143,Employee_143,Finance,12/17/2025,12/30/2025,01/01/2026,2088.79,0.6,23.24,75,324.3,1689.49,EFT823811,XXXX003,Paid
261,E1227,Employee_227,Pension,01/01/2025,01/14/2025,01/16/2025,6568.58,0.25,30.65,0,1482.98,5085.6,EFT997004,XXXX003,Paid
262,E1188,Employee_188,HR,01/15/2025,01/28/2025,01/30/2025,3643.81,0.43,29.14,120,808.81,2715,EFT776149,XXXX003,Paid
263,E1141,Employee_141,Pension,01/29/2025,02/11/2025,02/13/2025,3846.91,0.35,25.08,50,686.52,3110.39,EFT228093,XXXX004,Paid
264,E1108,Employee_108,IT,02/12/2025,02/25/2025,02/27/2025,3961.93,0.21,15.54,0,701.38,3260.55,EFT770556,XXXX999,Failed
265,E1025,Employee_25,Customer Service,02/26/2025,03/11/2025,03/13/2025,3987.65,0.11,8.21,75,974.95,2937.7,EFT449709,XXXX002,Held
266,E1289,Employee_289,Pension,03/12/2025,03/25/2025,03/27/2025,3483.69,1.23,78.53,75,711.19,2697.5,EFT171942,XXXX999,Paid
267,E1110,Employee_110,Customer Service,03/26/2025,04/08/2025,04/10/2025,5284.26,3.62,335.87,120,774.42,4389.84,EFT344316,XXXX003,Paid
268,E1001,Employee_1,Benefits,04/09/2025,04/22/2025,04/24/2025,4420.57,0.41,33.72,200,943.02,3277.55,EFT251716,XXXX002,Paid
269,E1089,Employee_89,Finance,04/23/2025,05/06/2025,05/08/2025,4477.81,0.21,17.56,50,840.35,3587.46,EFT793169,XXXX001,Paid
270,E1183,Employee_183,Customer Service,05/07/2025,05/20/2025,05/22/2025,6413.38,0.03,3.61,50,1461.16,4902.22,EFT926730,XXXX002,Paid
271,E1008,Employee_8,Pension,05/21/2025,06/03/2025,06/05/2025,3949.29,2.78,195.66,0,757.58,3191.71,EFT378258,XXXX001,Paid
272,E1215,Employee_215,HR,06/04/2025,06/17/2025,06/19/2025,4104.12,0.73,55.42,0,677.71,3426.41,EFT219169,XXXX001,Paid
273,E1185,Employee_185,HR,06/18/2025,07/01/2025,07/03/2025,5576.03,0.95,97.58,75,1268.72,4232.31,EFT722503,XXXX001,Paid
274,E1113,Employee_113,HR,07/02/2025,07/15/2025,07/17/2025,3700.15,0.2,13.82,200,750.9,2749.25,EFT145471,XXXX999,Paid
275,E1015,Employee_15,Finance,07/16/2025,07/29/2025,07/31/2025,5601.14,0.08,8.39,0,1057.68,4543.46,EFT602248,XXXX004,Paid
276,E1055,Employee_55,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,5844.64,0.26,28.35,200,1389.37,4255.27,EFT847006,XXXX004,Paid
277,E1041,Employee_41,Benefits,08/13/2025,08/26/2025,08/28/2025,4745.42,0.64,56.27,75,835.32,3835.1,EFT737846,XXXX002,Paid
278,E1140,Employee_140,HR,08/27/2025,09/09/2025,09/11/2025,5197.57,0.23,22.32,75,1150.68,3971.89,EFT763829,XXXX999,Paid
279,E1166,Employee_166,Payroll Ops,09/10/2025,09/23/2025,09/25/2025,3456.09,0.2,12.91,200,824.46,2431.63,EFT726410,XXXX999,Paid
280,E1258,Employee_258,HR,09/24/2025,10/07/2025,10/09/2025,4492.06,3.81,299.51,50,836.48,3605.58,EFT551096,XXXX001,Paid
281,E1058,Employee_58,Customer Service,10/08/2025,10/21/2025,10/23/2025,6642.97,1.39,168.73,50,1323.19,5269.78,EFT786516,XXXX999,Paid
282,E1110,Employee_110,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,3833.89,1.6,111.67,0,885.38,2948.51,EFT573489,XXXX002,Paid
283,E1232,Employee_232,Payroll Ops,11/05/2025,11/18/2025,11/20/2025,4866.44,1.52,134.85,75,785.63,4005.81,EFT536196,XXXX001,Paid
284,E1160,Employee_160,IT,11/19/2025,12/02/2025,12/04/2025,5229.99,0.33,32.16,200,1142.21,3887.78,EFT367271,XXXX003,Paid
285,E1242,Employee_242,Finance,12/03/2025,12/16/2025,12/18/2025,5214.93,1.12,107.26,200,1216.07,3798.86,EFT195656,XXXX001,Paid
286,E1049,Employee_49,IT,12/17/2025,12/30/2025,01/01/2026,5750.06,1.64,171.54,75,1327.17,4347.89,EFT874683,XXXX003,Paid
287,E1284,Employee_284,Finance,01/01/2025,01/14/2025,01/16/2025,4406.67,0,0,50,1027.69,3328.98,EFT714953,XXXX999,Paid
288,E1062,Employee_62,Payroll Ops,01/15/2025,01/28/2025,01/30/2025,4106.2,0.57,43.42,50,726.03,3330.17,EFT470774,XXXX004,Paid
289,E1026,Employee_26,Benefits,01/29/2025,02/11/2025,02/13/2025,4437.57,0.8,65.58,50,932.99,3454.58,EFT729575,XXXX003,Paid
290,E1295,Employee_295,HR,02/12/2025,02/25/2025,02/27/2025,4291.1,0.62,49.31,75,690.75,3525.35,EFT323072,XXXX002,Paid
291,E1114,Employee_114,Customer Service,02/26/2025,03/11/2025,03/13/2025,5307.26,0.4,39.51,200,844.16,4263.1,EFT213475,XXXX003,Paid
292,E1188,Employee_188,Finance,03/12/2025,03/25/2025,03/27/2025,4152.5,2.21,165.22,120,625.14,3407.36,EFT899649,XXXX003,Paid
293,E1219,Employee_219,Customer Service,03/26/2025,04/08/2025,04/10/2025,5172.08,0.06,5.81,50,1019.6,4102.48,EFT688215,XXXX999,Paid
294,E1285,Employee_285,Finance,04/09/2025,04/22/2025,04/24/2025,3279.21,0.05,3.07,75,770.68,2433.53,EFT738577,XXXX003,Paid
295,E1139,Employee_139,IT,04/23/2025,05/06/2025,05/08/2025,6099.61,0.72,81.25,120,917.55,5062.06,EFT899444,XXXX003,Paid
296,E1179,Employee_179,Finance,05/07/2025,05/20/2025,05/22/2025,3535.44,0.02,1.33,75,619.36,2841.08,EFT290217,XXXX002,Paid
297,E1205,Employee_205,Finance,05/21/2025,06/03/2025,06/05/2025,4818.59,0.09,8.12,0,800.28,4018.31,EFT248766,XXXX001,Paid
298,E1271,Employee_271,Pension,06/04/2025,06/17/2025,06/19/2025,4255.75,1.27,98.98,200,747.54,3308.21,EFT494468,XXXX004,Paid
299,E1080,Employee_80,Benefits,06/18/2025,07/01/2025,07/03/2025,4635.53,0.21,18.18,75,818.78,3741.75,EFT426775,XXXX003,Paid
300,E1290,Employee_290,HR,07/02/2025,07/15/2025,07/17/2025,4933.33,2.41,213.29,120,722.78,4090.55,EFT189083,XXXX001,Paid
301,E1025,Employee_25,IT,07/16/2025,07/29/2025,07/31/2025,4721.95,1.56,134.19,120,870.57,3731.38,EFT185544,XXXX003,Paid
302,E1217,Employee_217,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,4440.52,0.26,21.54,75,800.7,3564.82,EFT736565,XXXX004,Paid
303,E1110,Employee_110,Customer Service,08/13/2025,08/26/2025,08/28/2025,5355.36,1.1,108.22,75,803.41,4476.95,EFT637234,XXXX001,Paid
304,E1056,Employee_56,Benefits,08/27/2025,09/09/2025,09/11/2025,3416.58,0.84,52.98,120,693.83,2602.75,EFT811163,XXXX999,Paid
305,E1157,Employee_157,Finance,09/10/2025,09/23/2025,09/25/2025,6480.96,0.14,16.97,0,1531.08,4949.88,EFT331230,XXXX004,Held
306,E1028,Employee_28,Finance,09/24/2025,10/07/2025,10/09/2025,2770.19,1.2,60.96,75,635.26,2059.93,EFT314353,XXXX003,Paid
307,E1070,Employee_70,Customer Service,10/08/2025,10/21/2025,10/23/2025,4788.31,0.11,9.86,200,1152.48,3435.83,EFT367931,XXXX003,Paid
308,E1003,Employee_3,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,5673.47,2.74,277.23,120,1239.27,4314.2,EFT883301,XXXX004,Paid
309,E1194,Employee_194,HR,11/05/2025,11/18/2025,11/20/2025,3279.1,0.11,6.75,120,571.86,2587.24,EFT837852,XXXX002,Paid
310,E1181,Employee_181,Finance,11/19/2025,12/02/2025,12/04/2025,4205.85,0.65,50.64,0,690.11,3515.74,EFT516359,XXXX001,Paid
311,E1235,Employee_235,Finance,12/03/2025,12/16/2025,12/18/2025,3046.21,0.71,40.02,75,746.84,2224.37,EFT428267,XXXX999,Paid
312,E1207,Employee_207,IT,12/17/2025,12/30/2025,01/01/2026,5251.9,0.13,12.77,200,823.83,4228.07,EFT771237,XXXX004,Paid
313,E1207,Employee_207,Finance,01/01/2025,01/14/2025,01/16/2025,3844.84,0.73,51.92,75,832.54,2937.3,EFT440544,XXXX002,Paid
314,E1235,Employee_235,Customer Service,01/15/2025,01/28/2025,01/30/2025,2077.93,1.57,59.42,0,310.77,1767.16,EFT823108,XXXX003,Paid
315,E1054,Employee_54,Pension,01/29/2025,02/11/2025,02/13/2025,3343.46,0.22,13.74,0,689.55,2653.91,EFT556839,XXXX999,Paid
316,E1040,Employee_40,Payroll Ops,02/12/2025,02/25/2025,02/27/2025,4157.84,0.01,0.78,120,915.58,3122.26,EFT425346,XXXX003,Paid
317,E1086,Employee_86,Finance,02/26/2025,03/11/2025,03/13/2025,4025.14,0.32,24.01,50,813.93,3161.21,EFT635280,XXXX001,Paid
318,E1099,Employee_99,Customer Service,03/12/2025,03/25/2025,03/27/2025,4359.64,1.71,135.44,0,981.92,3377.72,EFT466346,XXXX003,Paid
319,E1075,Employee_75,Pension,03/26/2025,04/08/2025,04/10/2025,3120.95,3.03,167.78,50,646.59,2424.36,EFT207798,XXXX002,Paid
320,E1088,Employee_88,HR,04/09/2025,04/22/2025,04/24/2025,3280.89,1.29,77.48,50,493.7,2737.19,EFT260295,XXXX001,Paid
321,E1252,Employee_252,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,4526.02,0.11,9.32,75,691.77,3759.25,EFT891093,XXXX999,Paid
322,E1229,Employee_229,IT,05/07/2025,05/20/2025,05/22/2025,4497.68,2.2,178.18,0,954.2,3543.48,EFT691912,XXXX999,Paid
323,E1161,Employee_161,Pension,05/21/2025,06/03/2025,06/05/2025,4664.09,1.29,110.15,75,903.68,3685.41,EFT561124,XXXX001,Paid
324,E1155,Employee_155,Customer Service,06/04/2025,06/17/2025,06/19/2025,4890.91,0.86,77.61,120,1009.58,3761.33,EFT388016,XXXX999,Paid
325,E1259,Employee_259,Finance,06/18/2025,07/01/2025,07/03/2025,4111.57,0.03,2.31,120,917.02,3074.55,EFT425486,XXXX004,Paid
326,E1029,Employee_29,Benefits,07/02/2025,07/15/2025,07/17/2025,5555.99,0.07,7.28,120,969.42,4466.57,EFT972097,XXXX003,Paid
327,E1046,Employee_46,HR,07/16/2025,07/29/2025,07/31/2025,3348.26,1.25,76.68,75,543.63,2729.63,EFT722937,XXXX999,Paid
328,E1297,Employee_297,HR,07/30/2025,08/12/2025,08/14/2025,3725.03,0.02,1.4,75,643.61,3006.42,EFT930281,XXXX001,Paid
329,E1292,Employee_292,IT,08/13/2025,08/26/2025,08/28/2025,3239.3,0.91,54.34,200,611,2428.3,EFT297383,XXXX003,Paid
330,E1256,Employee_256,Pension,08/27/2025,09/09/2025,09/11/2025,4723.74,0.18,15.89,120,788.19,3815.55,EFT164879,XXXX004,Paid
331,E1175,Employee_175,IT,09/10/2025,09/23/2025,09/25/2025,4233.22,1.5,115.8,200,760.05,3273.17,EFT188425,XXXX999,Paid
332,E1020,Employee_20,Pension,09/24/2025,10/07/2025,10/09/2025,4684.79,0.37,32.28,120,932.76,3632.03,EFT841995,XXXX004,Held
333,E1268,Employee_268,HR,10/08/2025,10/21/2025,10/23/2025,5124.38,0.71,67.32,50,1125.33,3949.05,EFT739427,XXXX002,Paid
334,E1144,Employee_144,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,6919.68,0.53,68.09,50,1437.27,5432.41,EFT528625,XXXX003,Paid
335,E1026,Employee_26,Customer Service,11/05/2025,11/18/2025,11/20/2025,5084.63,3.88,344.82,50,1143.41,3891.22,EFT761532,XXXX003,Paid
336,E1048,Employee_48,HR,11/19/2025,12/02/2025,12/04/2025,5238.79,0.19,18.6,200,1026.19,4012.6,EFT811332,XXXX004,Paid
337,E1076,Employee_76,Benefits,12/03/2025,12/16/2025,12/18/2025,3844,1.2,84.59,120,905.65,2818.35,EFT185461,XXXX999,Paid
338,E1179,Employee_179,Benefits,12/17/2025,12/30/2025,01/01/2026,4774.58,0.16,14.28,120,891.53,3763.05,EFT787923,XXXX004,Paid
339,E1043,Employee_43,Benefits,01/01/2025,01/14/2025,01/16/2025,1853.22,0.06,2.08,0,323.44,1529.78,EFT686072,XXXX004,Paid
340,E1168,Employee_168,Customer Service,01/15/2025,01/28/2025,01/30/2025,4680.34,1.64,139.63,0,981.98,3698.36,EFT234001,XXXX999,Paid
341,E1216,Employee_216,HR,01/29/2025,02/11/2025,02/13/2025,4466.38,0.3,24.98,120,780.86,3565.52,EFT479404,XXXX001,Paid
342,E1092,Employee_92,Pension,02/12/2025,02/25/2025,02/27/2025,3615.12,0.86,57.37,0,808.84,2806.28,EFT458332,XXXX004,Paid
343,E1070,Employee_70,Pension,02/26/2025,03/11/2025,03/13/2025,2802.84,0.06,3.15,50,545.6,2207.24,EFT180913,XXXX003,Paid
344,E1051,Employee_51,HR,03/12/2025,03/25/2025,03/27/2025,4020.84,0.89,66,0,763.64,3257.2,EFT908320,XXXX999,Paid
345,E1269,Employee_269,Finance,03/26/2025,04/08/2025,04/10/2025,4871.94,0.98,87.91,120,899.09,3852.85,EFT794083,XXXX003,Paid
346,E1067,Employee_67,HR,04/09/2025,04/22/2025,04/24/2025,2988.09,0.74,40.89,200,599.32,2188.77,EFT495019,XXXX002,Paid
347,E1084,Employee_84,IT,04/23/2025,05/06/2025,05/08/2025,4879.11,0.47,42.62,120,986.6,3772.51,EFT558933,XXXX001,Paid
348,E1121,Employee_121,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,5076.12,0.03,2.85,50,823.38,4202.74,EFT740255,XXXX003,Paid
349,E1229,Employee_229,Pension,05/21/2025,06/03/2025,06/05/2025,3095.65,0.16,9.26,75,560.54,2460.11,EFT659951,XXXX002,Paid
350,E1240,Employee_240,Customer Service,06/04/2025,06/17/2025,06/19/2025,4817.26,0.57,50.94,120,785.65,3911.61,EFT303440,XXXX003,Paid
351,E1292,Employee_292,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,5070.85,0.49,46.16,75,999.33,3996.52,EFT584106,XXXX003,Paid
352,E1257,Employee_257,HR,07/02/2025,07/15/2025,07/17/2025,4586.29,0.88,74.45,120,733.51,3732.78,EFT538997,XXXX002,Paid
353,E1070,Employee_70,Customer Service,07/16/2025,07/29/2025,07/31/2025,4268.65,0.14,11.18,200,678.6,3390.05,EFT362147,XXXX001,Paid
354,E1190,Employee_190,HR,07/30/2025,08/12/2025,08/14/2025,4380.43,0.89,71.9,200,1061.34,3119.09,EFT207573,XXXX999,Paid
355,E1145,Employee_145,Finance,08/13/2025,08/26/2025,08/28/2025,5209.07,3.08,284.4,75,1075.18,4058.89,EFT900185,XXXX002,Paid
